"TIME","GEO","UNIT","SEX","INDIC_HE","Value","Flag and Footnotes"
"2016","Ireland","Year","Males","Healthy life years in absolute value at birth","67.2",""
"2016","Ireland","Year","Males","Life expectancy in absolute value at birth","79.9",""
"2016","Ireland","Year","Females","Healthy life years in absolute value at birth","69.8",""
"2016","Ireland","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2016","Greece","Year","Males","Healthy life years in absolute value at birth","63.8",""
"2016","Greece","Year","Males","Life expectancy in absolute value at birth","78.9",""
"2016","Greece","Year","Females","Healthy life years in absolute value at birth","64.7",""
"2016","Greece","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2016","Spain","Year","Males","Healthy life years in absolute value at birth","65.9",""
"2016","Spain","Year","Males","Life expectancy in absolute value at birth","80.5",""
"2016","Spain","Year","Females","Healthy life years in absolute value at birth","66.5",""
"2016","Spain","Year","Females","Life expectancy in absolute value at birth","86.3",""
"2016","France","Year","Males","Healthy life years in absolute value at birth","62.6",""
"2016","France","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2016","France","Year","Females","Healthy life years in absolute value at birth","64.1",""
"2016","France","Year","Females","Life expectancy in absolute value at birth","85.7",""
"2016","Croatia","Year","Males","Healthy life years in absolute value at birth","57.1",""
"2016","Croatia","Year","Males","Life expectancy in absolute value at birth","75.0",""
"2016","Croatia","Year","Females","Healthy life years in absolute value at birth","58.7",""
"2016","Croatia","Year","Females","Life expectancy in absolute value at birth","81.3",""
"2016","Italy","Year","Males","Healthy life years in absolute value at birth","67.6","b"
"2016","Italy","Year","Males","Life expectancy in absolute value at birth","81.0",""
"2016","Italy","Year","Females","Healthy life years in absolute value at birth","67.2","b"
"2016","Italy","Year","Females","Life expectancy in absolute value at birth","85.6",""
"2016","Cyprus","Year","Males","Healthy life years in absolute value at birth","67.5",""
"2016","Cyprus","Year","Males","Life expectancy in absolute value at birth","80.5",""
"2016","Cyprus","Year","Females","Healthy life years in absolute value at birth","68.8",""
"2016","Cyprus","Year","Females","Life expectancy in absolute value at birth","84.9",""
"2016","Latvia","Year","Males","Healthy life years in absolute value at birth","52.3",""
"2016","Latvia","Year","Males","Life expectancy in absolute value at birth","69.8",""
"2016","Latvia","Year","Females","Healthy life years in absolute value at birth","54.9",""
"2016","Latvia","Year","Females","Life expectancy in absolute value at birth","79.6",""
"2016","Lithuania","Year","Males","Healthy life years in absolute value at birth","56.2",""
"2016","Lithuania","Year","Males","Life expectancy in absolute value at birth","69.5",""
"2016","Lithuania","Year","Females","Healthy life years in absolute value at birth","59.4",""
"2016","Lithuania","Year","Females","Life expectancy in absolute value at birth","80.1",""
"2016","Luxembourg","Year","Males","Healthy life years in absolute value at birth","61.4","b"
"2016","Luxembourg","Year","Males","Life expectancy in absolute value at birth","80.1",""
"2016","Luxembourg","Year","Females","Healthy life years in absolute value at birth","58.9","b"
"2016","Luxembourg","Year","Females","Life expectancy in absolute value at birth","85.4",""
"2016","Hungary","Year","Males","Healthy life years in absolute value at birth","59.5",""
"2016","Hungary","Year","Males","Life expectancy in absolute value at birth","72.6",""
"2016","Hungary","Year","Females","Healthy life years in absolute value at birth","60.2",""
"2016","Hungary","Year","Females","Life expectancy in absolute value at birth","79.7",""
"2016","Malta","Year","Males","Healthy life years in absolute value at birth","71.1",""
"2016","Malta","Year","Males","Life expectancy in absolute value at birth","80.6",""
"2016","Malta","Year","Females","Healthy life years in absolute value at birth","72.4",""
"2016","Malta","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2016","Netherlands","Year","Males","Healthy life years in absolute value at birth","62.8","b"
"2016","Netherlands","Year","Males","Life expectancy in absolute value at birth","80.0",""
"2016","Netherlands","Year","Females","Healthy life years in absolute value at birth","57.8","b"
"2016","Netherlands","Year","Females","Life expectancy in absolute value at birth","83.2",""
"2016","Austria","Year","Males","Healthy life years in absolute value at birth","57.0",""
"2016","Austria","Year","Males","Life expectancy in absolute value at birth","79.3",""
"2016","Austria","Year","Females","Healthy life years in absolute value at birth","57.1",""
"2016","Austria","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2016","Poland","Year","Males","Healthy life years in absolute value at birth","61.3",""
"2016","Poland","Year","Males","Life expectancy in absolute value at birth","73.9",""
"2016","Poland","Year","Females","Healthy life years in absolute value at birth","64.6",""
"2016","Poland","Year","Females","Life expectancy in absolute value at birth","82.0",""
"2016","Portugal","Year","Males","Healthy life years in absolute value at birth","59.9",""
"2016","Portugal","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2016","Portugal","Year","Females","Healthy life years in absolute value at birth","57.4",""
"2016","Portugal","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2016","Romania","Year","Males","Healthy life years in absolute value at birth","59.8",""
"2016","Romania","Year","Males","Life expectancy in absolute value at birth","71.7",""
"2016","Romania","Year","Females","Healthy life years in absolute value at birth","59.0",""
"2016","Romania","Year","Females","Life expectancy in absolute value at birth","79.1",""
"2016","Slovenia","Year","Males","Healthy life years in absolute value at birth","58.7",""
"2016","Slovenia","Year","Males","Life expectancy in absolute value at birth","78.2",""
"2016","Slovenia","Year","Females","Healthy life years in absolute value at birth","57.9",""
"2016","Slovenia","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2016","Slovakia","Year","Males","Healthy life years in absolute value at birth","56.4",""
"2016","Slovakia","Year","Males","Life expectancy in absolute value at birth","73.8",""
"2016","Slovakia","Year","Females","Healthy life years in absolute value at birth","57.0",""
"2016","Slovakia","Year","Females","Life expectancy in absolute value at birth","80.7",""
"2016","Finland","Year","Males","Healthy life years in absolute value at birth","59.1",""
"2016","Finland","Year","Males","Life expectancy in absolute value at birth","78.6",""
"2016","Finland","Year","Females","Healthy life years in absolute value at birth","57.0",""
"2016","Finland","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2016","Sweden","Year","Males","Healthy life years in absolute value at birth","73.0",""
"2016","Sweden","Year","Males","Life expectancy in absolute value at birth","80.6",""
"2016","Sweden","Year","Females","Healthy life years in absolute value at birth","73.3",""
"2016","Sweden","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2016","Iceland","Year","Males","Healthy life years in absolute value at birth","69.6",""
"2016","Iceland","Year","Males","Life expectancy in absolute value at birth","80.4",""
"2016","Iceland","Year","Females","Healthy life years in absolute value at birth","63.7",""
"2016","Iceland","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2016","Norway","Year","Males","Healthy life years in absolute value at birth","72.0",""
"2016","Norway","Year","Males","Life expectancy in absolute value at birth","80.7",""
"2016","Norway","Year","Females","Healthy life years in absolute value at birth","67.8",""
"2016","Norway","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2016","Switzerland","Year","Males","Healthy life years in absolute value at birth","61.0",""
"2016","Switzerland","Year","Males","Life expectancy in absolute value at birth","81.7",""
"2016","Switzerland","Year","Females","Healthy life years in absolute value at birth","57.7",""
"2016","Switzerland","Year","Females","Life expectancy in absolute value at birth","85.6",""
"2016","United Kingdom","Year","Males","Healthy life years in absolute value at birth","63.0",""
"2016","United Kingdom","Year","Males","Life expectancy in absolute value at birth","79.4",""
"2016","United Kingdom","Year","Females","Healthy life years in absolute value at birth","63.1",""
"2016","United Kingdom","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2017","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","63.5",""
"2017","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2017","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","64.3",""
"2017","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2017","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","63.5",""
"2017","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","78.3",""
"2017","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","63.9",""
"2017","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2017","Belgium","Year","Males","Healthy life years in absolute value at birth","63.3",""
"2017","Belgium","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2017","Belgium","Year","Females","Healthy life years in absolute value at birth","64.0",""
"2017","Belgium","Year","Females","Life expectancy in absolute value at birth","83.9",""
"2017","Bulgaria","Year","Males","Healthy life years in absolute value at birth","62.9",""
"2017","Bulgaria","Year","Males","Life expectancy in absolute value at birth","71.4",""
"2017","Bulgaria","Year","Females","Healthy life years in absolute value at birth","66.2",""
"2017","Bulgaria","Year","Females","Life expectancy in absolute value at birth","78.4",""
"2017","Czechia","Year","Males","Healthy life years in absolute value at birth","60.6",""
"2017","Czechia","Year","Males","Life expectancy in absolute value at birth","76.1",""
"2017","Czechia","Year","Females","Healthy life years in absolute value at birth","62.4",""
"2017","Czechia","Year","Females","Life expectancy in absolute value at birth","82.0",""
"2017","Denmark","Year","Males","Healthy life years in absolute value at birth","59.8",""
"2017","Denmark","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2017","Denmark","Year","Females","Healthy life years in absolute value at birth","59.7",""
"2017","Denmark","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2017","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","65.1",""
"2017","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2017","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","66.7",""
"2017","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.4",""
"2017","Estonia","Year","Males","Healthy life years in absolute value at birth","54.7",""
"2017","Estonia","Year","Males","Life expectancy in absolute value at birth","73.8",""
"2017","Estonia","Year","Females","Healthy life years in absolute value at birth","57.2",""
"2017","Estonia","Year","Females","Life expectancy in absolute value at birth","82.6",""
"2017","Ireland","Year","Males","Healthy life years in absolute value at birth","67.9",""
"2017","Ireland","Year","Males","Life expectancy in absolute value at birth","80.4",""
"2017","Ireland","Year","Females","Healthy life years in absolute value at birth","69.3",""
"2017","Ireland","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2017","Greece","Year","Males","Healthy life years in absolute value at birth","64.4",""
"2017","Greece","Year","Males","Life expectancy in absolute value at birth","78.8",""
"2017","Greece","Year","Females","Healthy life years in absolute value at birth","65.1",""
"2017","Greece","Year","Females","Life expectancy in absolute value at birth","83.9",""
"2017","Spain","Year","Males","Healthy life years in absolute value at birth","69.0",""
"2017","Spain","Year","Males","Life expectancy in absolute value at birth","80.6",""
"2017","Spain","Year","Females","Healthy life years in absolute value at birth","69.9",""
"2017","Spain","Year","Females","Life expectancy in absolute value at birth","86.1",""
"2017","France","Year","Males","Healthy life years in absolute value at birth","62.5",""
"2017","France","Year","Males","Life expectancy in absolute value at birth","79.6",""
"2017","France","Year","Females","Healthy life years in absolute value at birth","64.9",""
"2017","France","Year","Females","Life expectancy in absolute value at birth","85.7",""
"2017","Croatia","Year","Males","Healthy life years in absolute value at birth","57.3",""
"2017","Croatia","Year","Males","Life expectancy in absolute value at birth","74.9",""
"2017","Croatia","Year","Females","Healthy life years in absolute value at birth","58.0",""
"2017","Croatia","Year","Females","Life expectancy in absolute value at birth","81.0",""
"2017","Italy","Year","Males","Healthy life years in absolute value at birth","66.2",""
"2017","Italy","Year","Males","Life expectancy in absolute value at birth","80.8",""
"2017","Italy","Year","Females","Healthy life years in absolute value at birth","66.4",""
"2017","Italy","Year","Females","Life expectancy in absolute value at birth","85.2",""
"2017","Cyprus","Year","Males","Healthy life years in absolute value at birth","64.7",""
"2017","Cyprus","Year","Males","Life expectancy in absolute value at birth","80.2",""
"2017","Cyprus","Year","Females","Healthy life years in absolute value at birth","65.8",""
"2017","Cyprus","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2017","Latvia","Year","Males","Healthy life years in absolute value at birth","50.6",""
"2017","Latvia","Year","Males","Life expectancy in absolute value at birth","69.8",""
"2017","Latvia","Year","Females","Healthy life years in absolute value at birth","52.2",""
"2017","Latvia","Year","Females","Life expectancy in absolute value at birth","79.7",""
"2017","Lithuania","Year","Males","Healthy life years in absolute value at birth","56.4",""
"2017","Lithuania","Year","Males","Life expectancy in absolute value at birth","70.7",""
"2017","Lithuania","Year","Females","Healthy life years in absolute value at birth","59.8",""
"2017","Lithuania","Year","Females","Life expectancy in absolute value at birth","80.5",""
"2017","Luxembourg","Year","Males","Healthy life years in absolute value at birth","60.1",""
"2017","Luxembourg","Year","Males","Life expectancy in absolute value at birth","79.9",""
"2017","Luxembourg","Year","Females","Healthy life years in absolute value at birth","58.1",""
"2017","Luxembourg","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2017","Hungary","Year","Males","Healthy life years in absolute value at birth","59.6",""
"2017","Hungary","Year","Males","Life expectancy in absolute value at birth","72.5",""
"2017","Hungary","Year","Females","Healthy life years in absolute value at birth","60.8",""
"2017","Hungary","Year","Females","Life expectancy in absolute value at birth","79.3",""
"2017","Malta","Year","Males","Healthy life years in absolute value at birth","71.9",""
"2017","Malta","Year","Males","Life expectancy in absolute value at birth","80.2",""
"2017","Malta","Year","Females","Healthy life years in absolute value at birth","73.4",""
"2017","Malta","Year","Females","Life expectancy in absolute value at birth","84.6",""
"2017","Netherlands","Year","Males","Healthy life years in absolute value at birth","62.3",""
"2017","Netherlands","Year","Males","Life expectancy in absolute value at birth","80.2",""
"2017","Netherlands","Year","Females","Healthy life years in absolute value at birth","57.6",""
"2017","Netherlands","Year","Females","Life expectancy in absolute value at birth","83.4",""
"2017","Austria","Year","Males","Healthy life years in absolute value at birth","57.4",""
"2017","Austria","Year","Males","Life expectancy in absolute value at birth","79.4",""
"2017","Austria","Year","Females","Healthy life years in absolute value at birth","56.8",""
"2017","Austria","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2017","Poland","Year","Males","Healthy life years in absolute value at birth","60.6",""
"2017","Poland","Year","Males","Life expectancy in absolute value at birth","73.9",""
"2017","Poland","Year","Females","Healthy life years in absolute value at birth","63.5",""
"2017","Poland","Year","Females","Life expectancy in absolute value at birth","81.8",""
"2017","Portugal","Year","Males","Healthy life years in absolute value at birth","60.1",""
"2017","Portugal","Year","Males","Life expectancy in absolute value at birth","78.4",""
"2017","Portugal","Year","Females","Healthy life years in absolute value at birth","57.0",""
"2017","Portugal","Year","Females","Life expectancy in absolute value at birth","84.6",""
"2017","Romania","Year","Males","Healthy life years in absolute value at birth","59.1",""
"2017","Romania","Year","Males","Life expectancy in absolute value at birth","71.6",""
"2017","Romania","Year","Females","Healthy life years in absolute value at birth","58.3",""
"2017","Romania","Year","Females","Life expectancy in absolute value at birth","79.0",""
"2017","Slovenia","Year","Males","Healthy life years in absolute value at birth","55.3",""
"2017","Slovenia","Year","Males","Life expectancy in absolute value at birth","78.2",""
"2017","Slovenia","Year","Females","Healthy life years in absolute value at birth","54.6",""
"2017","Slovenia","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2017","Slovakia","Year","Males","Healthy life years in absolute value at birth","55.6",""
"2017","Slovakia","Year","Males","Life expectancy in absolute value at birth","73.8",""
"2017","Slovakia","Year","Females","Healthy life years in absolute value at birth","55.6",""
"2017","Slovakia","Year","Females","Life expectancy in absolute value at birth","80.7",""
"2017","Finland","Year","Males","Healthy life years in absolute value at birth","58.3",""
"2017","Finland","Year","Males","Life expectancy in absolute value at birth","78.9",""
"2017","Finland","Year","Females","Healthy life years in absolute value at birth","56.4",""
"2017","Finland","Year","Females","Life expectancy in absolute value at birth","84.5",""
"2017","Sweden","Year","Males","Healthy life years in absolute value at birth","73.2",""
"2017","Sweden","Year","Males","Life expectancy in absolute value at birth","80.8",""
"2017","Sweden","Year","Females","Healthy life years in absolute value at birth","71.9",""
"2017","Sweden","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2017","Iceland","Year","Males","Healthy life years in absolute value at birth","65.9",""
"2017","Iceland","Year","Males","Life expectancy in absolute value at birth","81.1",""
"2017","Iceland","Year","Females","Healthy life years in absolute value at birth","60.6",""
"2017","Iceland","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2017","Norway","Year","Males","Healthy life years in absolute value at birth","71.8",""
"2017","Norway","Year","Males","Life expectancy in absolute value at birth","81.0",""
"2017","Norway","Year","Females","Healthy life years in absolute value at birth","70.0",""
"2017","Norway","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2017","Switzerland","Year","Males","Healthy life years in absolute value at birth","61.8",""
"2017","Switzerland","Year","Males","Life expectancy in absolute value at birth","81.6",""
"2017","Switzerland","Year","Females","Healthy life years in absolute value at birth","59.4",""
"2017","Switzerland","Year","Females","Life expectancy in absolute value at birth","85.6",""
"2017","United Kingdom","Year","Males","Healthy life years in absolute value at birth","63.3",""
"2017","United Kingdom","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2017","United Kingdom","Year","Females","Healthy life years in absolute value at birth","62.0",""
"2017","United Kingdom","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2018","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","63.7",""
"2018","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","78.2",""
"2018","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","64.2",""
"2018","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","83.7",""
"2018","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","63.4",""
"2018","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","78.3",""
"2018","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","63.8",""
"2018","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2018","Belgium","Year","Males","Healthy life years in absolute value at birth","63.2",""
"2018","Belgium","Year","Males","Life expectancy in absolute value at birth","79.4",""
"2018","Belgium","Year","Females","Healthy life years in absolute value at birth","63.7",""
"2018","Belgium","Year","Females","Life expectancy in absolute value at birth","83.9",""
"2018","Bulgaria","Year","Males","Healthy life years in absolute value at birth","64.0",""
"2018","Bulgaria","Year","Males","Life expectancy in absolute value at birth","71.5",""
"2018","Bulgaria","Year","Females","Healthy life years in absolute value at birth","67.6",""
"2018","Bulgaria","Year","Females","Life expectancy in absolute value at birth","78.6",""
"2018","Czechia","Year","Males","Healthy life years in absolute value at birth","62.2",""
"2018","Czechia","Year","Males","Life expectancy in absolute value at birth","76.2",""
"2018","Czechia","Year","Females","Healthy life years in absolute value at birth","63.4",""
"2018","Czechia","Year","Females","Life expectancy in absolute value at birth","82.0",""
"2018","Denmark","Year","Males","Healthy life years in absolute value at birth","62.5",""
"2018","Denmark","Year","Males","Life expectancy in absolute value at birth","79.1",""
"2018","Denmark","Year","Females","Healthy life years in absolute value at birth","59.1",""
"2018","Denmark","Year","Females","Life expectancy in absolute value at birth","82.9",""
"2018","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","65.1",""
"2018","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","78.6",""
"2018","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","66.3",""
"2018","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2018","Estonia","Year","Males","Healthy life years in absolute value at birth","52.7",""
"2018","Estonia","Year","Males","Life expectancy in absolute value at birth","74.0",""
"2018","Estonia","Year","Females","Healthy life years in absolute value at birth","55.0",""
"2018","Estonia","Year","Females","Life expectancy in absolute value at birth","82.7",""
"2018","Ireland","Year","Males","Healthy life years in absolute value at birth","68.3",""
"2018","Ireland","Year","Males","Life expectancy in absolute value at birth","80.4",""
"2018","Ireland","Year","Females","Healthy life years in absolute value at birth","70.4",""
"2018","Ireland","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2018","Greece","Year","Males","Healthy life years in absolute value at birth","65.0",""
"2018","Greece","Year","Males","Life expectancy in absolute value at birth","79.3",""
"2018","Greece","Year","Females","Healthy life years in absolute value at birth","65.9",""
"2018","Greece","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2018","Spain","Year","Males","Healthy life years in absolute value at birth","68.0",""
"2018","Spain","Year","Males","Life expectancy in absolute value at birth","80.7",""
"2018","Spain","Year","Females","Healthy life years in absolute value at birth","68.0",""
"2018","Spain","Year","Females","Life expectancy in absolute value at birth","86.3",""
"2018","France","Year","Males","Healthy life years in absolute value at birth","63.4",""
"2018","France","Year","Males","Life expectancy in absolute value at birth","79.7",""
"2018","France","Year","Females","Healthy life years in absolute value at birth","64.5",""
"2018","France","Year","Females","Life expectancy in absolute value at birth","85.8",""
"2018","Croatia","Year","Males","Healthy life years in absolute value at birth","56.5",""
"2018","Croatia","Year","Males","Life expectancy in absolute value at birth","74.9",""
"2018","Croatia","Year","Females","Healthy life years in absolute value at birth","58.5",""
"2018","Croatia","Year","Females","Life expectancy in absolute value at birth","81.5",""
"2018","Italy","Year","Males","Healthy life years in absolute value at birth","66.8",""
"2018","Italy","Year","Males","Life expectancy in absolute value at birth","81.2",""
"2018","Italy","Year","Females","Healthy life years in absolute value at birth","66.9",""
"2018","Italy","Year","Females","Life expectancy in absolute value at birth","85.6",""
"2018","Cyprus","Year","Males","Healthy life years in absolute value at birth","62.0",""
"2018","Cyprus","Year","Males","Life expectancy in absolute value at birth","80.9",""
"2018","Cyprus","Year","Females","Healthy life years in absolute value at birth","62.4",""
"2018","Cyprus","Year","Females","Life expectancy in absolute value at birth","84.8",""
"2018","Latvia","Year","Males","Healthy life years in absolute value at birth","51.0",""
"2018","Latvia","Year","Males","Life expectancy in absolute value at birth","70.1",""
"2018","Latvia","Year","Females","Healthy life years in absolute value at birth","53.7",""
"2018","Latvia","Year","Females","Life expectancy in absolute value at birth","79.7",""
"2018","Lithuania","Year","Males","Healthy life years in absolute value at birth","56.3",""
"2018","Lithuania","Year","Males","Life expectancy in absolute value at birth","70.9",""
"2018","Lithuania","Year","Females","Healthy life years in absolute value at birth","59.1",""
"2018","Lithuania","Year","Females","Life expectancy in absolute value at birth","80.7",""
"2018","Luxembourg","Year","Males","Healthy life years in absolute value at birth","61.4",""
"2018","Luxembourg","Year","Males","Life expectancy in absolute value at birth","80.1",""
"2018","Luxembourg","Year","Females","Healthy life years in absolute value at birth","59.8",""
"2018","Luxembourg","Year","Females","Life expectancy in absolute value at birth","84.6",""
"2018","Hungary","Year","Males","Healthy life years in absolute value at birth","60.4",""
"2018","Hungary","Year","Males","Life expectancy in absolute value at birth","72.7",""
"2018","Hungary","Year","Females","Healthy life years in absolute value at birth","61.8",""
"2018","Hungary","Year","Females","Life expectancy in absolute value at birth","79.6",""
"2018","Malta","Year","Males","Healthy life years in absolute value at birth","71.9",""
"2018","Malta","Year","Males","Life expectancy in absolute value at birth","80.4",""
"2018","Malta","Year","Females","Healthy life years in absolute value at birth","73.4",""
"2018","Malta","Year","Females","Life expectancy in absolute value at birth","84.6",""
"2018","Netherlands","Year","Males","Healthy life years in absolute value at birth","61.1",""
"2018","Netherlands","Year","Males","Life expectancy in absolute value at birth","80.3",""
"2018","Netherlands","Year","Females","Healthy life years in absolute value at birth","57.2",""
"2018","Netherlands","Year","Females","Life expectancy in absolute value at birth","83.4",""
"2018","Austria","Year","Males","Healthy life years in absolute value at birth","56.8",""
"2018","Austria","Year","Males","Life expectancy in absolute value at birth","79.4",""
"2018","Austria","Year","Females","Healthy life years in absolute value at birth","57.0",""
"2018","Austria","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2018","Poland","Year","Males","Healthy life years in absolute value at birth","60.5",""
"2018","Poland","Year","Males","Life expectancy in absolute value at birth","73.7",""
"2018","Poland","Year","Females","Healthy life years in absolute value at birth","64.3",""
"2018","Poland","Year","Females","Life expectancy in absolute value at birth","81.7",""
"2018","Portugal","Year","Males","Healthy life years in absolute value at birth","59.8",""
"2018","Portugal","Year","Males","Life expectancy in absolute value at birth","78.3",""
"2018","Portugal","Year","Females","Healthy life years in absolute value at birth","57.5",""
"2018","Portugal","Year","Females","Life expectancy in absolute value at birth","84.5",""
"2018","Romania","Year","Males","Healthy life years in absolute value at birth","59.2",""
"2018","Romania","Year","Males","Life expectancy in absolute value at birth","71.7",""
"2018","Romania","Year","Females","Healthy life years in absolute value at birth","59.6",""
"2018","Romania","Year","Females","Life expectancy in absolute value at birth","79.2",""
"2018","Slovenia","Year","Males","Healthy life years in absolute value at birth","56.3",""
"2018","Slovenia","Year","Males","Life expectancy in absolute value at birth","78.5",""
"2018","Slovenia","Year","Females","Healthy life years in absolute value at birth","54.6",""
"2018","Slovenia","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2018","Slovakia","Year","Males","Healthy life years in absolute value at birth","55.5",""
"2018","Slovakia","Year","Males","Life expectancy in absolute value at birth","73.9",""
"2018","Slovakia","Year","Females","Healthy life years in absolute value at birth","56.6",""
"2018","Slovakia","Year","Females","Life expectancy in absolute value at birth","80.8",""
"2018","Finland","Year","Males","Healthy life years in absolute value at birth","58.8",""
"2018","Finland","Year","Males","Life expectancy in absolute value at birth","79.1",""
"2018","Finland","Year","Females","Healthy life years in absolute value at birth","55.7",""
"2018","Finland","Year","Females","Life expectancy in absolute value at birth","84.5",""
"2018","Sweden","Year","Males","Healthy life years in absolute value at birth","73.7",""
"2018","Sweden","Year","Males","Life expectancy in absolute value at birth","80.9",""
"2018","Sweden","Year","Females","Healthy life years in absolute value at birth","72.0",""
"2018","Sweden","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2018","Iceland","Year","Males","Healthy life years in absolute value at birth","65.7",""
"2018","Iceland","Year","Males","Life expectancy in absolute value at birth","81.3",""
"2018","Iceland","Year","Females","Healthy life years in absolute value at birth","59.0",""
"2018","Iceland","Year","Females","Life expectancy in absolute value at birth","84.5",""
"2018","Norway","Year","Males","Healthy life years in absolute value at birth","71.7",""
"2018","Norway","Year","Males","Life expectancy in absolute value at birth","81.1",""
"2018","Norway","Year","Females","Healthy life years in absolute value at birth","69.1",""
"2018","Norway","Year","Females","Life expectancy in absolute value at birth","84.5",""
"2018","Switzerland","Year","Males","Healthy life years in absolute value at birth","61.5",""
"2018","Switzerland","Year","Males","Life expectancy in absolute value at birth","81.9",""
"2018","Switzerland","Year","Females","Healthy life years in absolute value at birth","59.5",""
"2018","Switzerland","Year","Females","Life expectancy in absolute value at birth","85.7",""
"2018","United Kingdom","Year","Males","Healthy life years in absolute value at birth","61.5",""
"2018","United Kingdom","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2018","United Kingdom","Year","Females","Healthy life years in absolute value at birth","60.8",""
"2018","United Kingdom","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2019","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","64.2",""
"2019","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","78.5",""
"2019","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","65.1",""
"2019","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2019","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth",":",""
"2019","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth",":",""
"2019","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth",":",""
"2019","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth",":",""
"2019","Belgium","Year","Males","Healthy life years in absolute value at birth","62.1","b"
"2019","Belgium","Year","Males","Life expectancy in absolute value at birth","79.8",""
"2019","Belgium","Year","Females","Healthy life years in absolute value at birth","62.8","b"
"2019","Belgium","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2019","Bulgaria","Year","Males","Healthy life years in absolute value at birth","64.4",""
