"TIME","GEO","UNIT","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2017","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.0",""
"2017","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.8",""
"2017","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.9",""
"2017","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","7.6",""
"2017","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.7",""
"2017","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.0",""
"2017","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.7",""
"2017","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.0",""
"2017","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.1",""
"2017","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.4",""
"2017","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.3",""
"2017","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.7",""
"2017","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.5",""
"2017","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.2",""
"2017","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.2",""
"2017","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.0",""
"2017","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.2",""
"2017","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.8",""
"2017","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.6",""
"2017","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.9",""
"2017","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.9",""
"2017","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.4",""
"2017","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.1",""
"2017","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.6",""
"2017","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.8",""
"2017","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.1",""
"2017","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.6",""
"2017","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.4",""
"2017","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.2",""
"2017","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.5",""
"2017","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.3",""
"2017","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.1",""
"2017","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.7",""
"2017","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.1",""
"2017","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.3",""
"2017","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.2",""
"2017","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.3",""
"2017","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.5",""
"2017","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.3",""
"2017","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.1",""
"2017","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.9",""
"2017","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.8",""
"2017","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.7",""
"2017","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.9",""
"2017","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.2",""
"2017","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.0",""
"2017","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.5",""
"2017","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.4",""
"2017","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.3",""
"2017","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.5",""
"2017","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.4",""
"2017","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.4",""
"2017","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.2",""
"2017","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","9.7",""
"2017","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.4",""
"2017","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.1",""
"2017","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.5",""
"2017","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.9",""
"2017","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.1",""
"2017","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.1","b"
"2017","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.9","b"
"2017","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.2",""
"2017","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.0",""
"2017","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.4",""
"2017","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.0",""
"2017","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","23.5",""
"2017","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.9",""
"2017","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.4",""
"2017","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","26.0",""
"2017","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.6",""
"2017","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.8",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2018","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.2","e"
"2018","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.5","e"
"2018","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.6",""
"2018","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.1",""
"2018","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.4",""
"2018","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.4",""
"2018","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","7.8",""
"2018","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.4",""
"2018","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.6",""
"2018","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.8",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.2",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.8",""
"2018","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.3",""
"2018","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.2",""
"2018","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.5",""
"2018","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.3",""
"2018","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.5",""
"2018","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.5",""
"2018","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.9",""
"2018","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.2",""
"2018","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.5",""
"2018","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.3",""
"2018","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.1",""
"2018","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.4",""
"2018","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.4",""
"2018","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.2",""
"2018","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.8",""
"2018","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.9",""
"2018","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.4",""
"2018","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","25.8",""
"2018","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.7",""
"2018","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.9",""
"2018","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.4",""
"2018","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.0",""
"2018","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.9",""
"2018","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.6",""
"2018","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.6",""
"2018","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.1",""
"2018","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.0",""
"2018","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.5",""
"2018","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.3",""
"2018","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.2",""
"2018","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.6",""
"2018","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.0",""
"2018","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.6",""
"2018","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.9",""
"2018","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.5",""
"2018","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.5",""
"2018","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.6",""
"2018","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.0",""
"2018","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.2",""
"2018","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.3",""
"2018","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.7",""
"2018","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.3",""
"2018","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.2",""
"2018","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.7",""
"2018","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","8.9",""
"2018","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","8.8",""
"2018","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.1",""
"2018","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.7",""
"2018","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.1",""
"2018","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.0",""
"2018","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.2",""
"2018","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","19.8",""
"2018","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.1",""
"2018","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.5",""
"2018","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.8",""
"2018","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.0",""
"2018","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","23.0",""
"2018","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.8",""
"2018","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.6",""
"2018","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.0",""
"2018","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.6",""
"2018","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.8",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","27.2",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","28.6",""
"2019","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.4","be"
"2019","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.0","be"
"2019","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.6","b"
"2019","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.0","b"
"2019","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.9",""
"2019","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.3",""
"2019","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","8.1",""
"2019","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.1",""
"2019","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.5",""
"2019","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.5",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.2","be"
"2019","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.6","be"
"2019","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.3",""
"2019","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.7",""
"2019","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.6",""
"2019","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.6",""
"2019","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.7",""
"2019","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.0",""
"2019","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.2",""
"2019","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.1",""
"2019","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.3",""
"2019","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.9",""
"2019","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.2",""
"2019","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","19.3",""
"2019","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.3",""
"2019","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.8",""
"2019","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.9",""
"2019","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.5",""
"2019","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.3",""
"2019","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","25.1",""
"2019","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.0",""
"2019","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.8",""
"2019","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.2",""
"2019","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.9",""
"2019","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.7",""
"2019","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.8",""
"2019","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.1",""
"2019","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.1",""
"2019","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.1",""
"2019","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.4",""
"2019","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.3",""
"2019","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.3",""
"2019","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.0",""
"2019","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.8",""
"2019","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.6",""
"2019","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.8",""
"2019","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.7",""
"2019","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.9",""
"2019","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","10.9",""
"2019","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.0",""
"2019","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.6",""
"2019","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.1",""
"2019","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.2",""
"2019","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.1",""
"2019","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.3",""
"2019","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.8",""
"2019","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2019","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2019","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.9",""
"2019","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.5",""
"2019","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.9",""
"2019","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.2",""
"2019","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2019","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2019","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.9",""
"2019","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.0",""
"2019","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.1",""
"2019","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.0",""
"2019","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.2",""
"2019","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.8",""
"2019","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.7",""
"2019","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.6",""
"2019","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.9",""
"2019","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.8",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2020","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.3","e"
"2020","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.8","e"
"2020","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.8","b"
"2020","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.4","b"
"2020","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.7",""
"2020","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","25.8",""
